satisfaction,evaluation,averageMonthlyHours,yearsAtCompany,turnover
97,86,274,4,0
56,68,268,3,0
32,65,267,3,0
63,88,266,2,0
36,78,262,3,0
75,49,273,3,0
42,86,274,4,0
96,66,283,2,0
62,78,299,6,0
78,96,265,3,0
93,89,290,2,0
93,87,298,2,0
45,42,289,2,0
44,56,271,3,0
57,55,285,2,0
77,51,290,5,0
60,98,280,4,0
25,94,268,4,0
59,43,282,3,0
29,57,276,5,0
50,95,274,4,0
91,94,279,4,0
78,65,268,2,0
73,76,286,3,0
51,59,288,3,0
65,82,276,3,0
25,87,279,4,0
50,63,254,2,0
53,58,271,2,0
57,76,264,3,0
77,91,291,3,0
94,77,304,3,0
50,53,282,4,0
47,57,275,4,0
92,54,276,4,0
90,87,265,3,0
54,46,290,4,0
58,97,271,3,0
95,87,270,3,0
52,71,288,3,0
83,51,249,3,0
54,92,279,3,0
80,85,270,3,0
52,57,279,2,0
83,80,274,3,0
74,55,273,4,0
87,71,291,2,0
45,87,266,4,0
72,72,272,4,0
27,85,273,6,0
51,88,290,2,0
55,55,277,3,0
89,69,296,3,0
85,86,261,3,0
29,85,279,2,0
96,50,276,2,0
90,68,270,3,0
28,94,283,3,0
93,98,284,3,0
51,57,278,3,0
97,76,273,3,0
71,55,284,3,0
52,69,275,5,0
87,84,296,3,0
78,61,284,2,0
57,82,281,5,0
34,49,272,3,0
95,95,260,4,0
72,73,273,3,0
61,37,280,6,0
39,39,272,2,0
72,59,272,2,0
86,91,266,3,0
69,67,289,3,0
50,65,262,3,0
62,68,286,2,0
76,55,266,3,0
97,88,257,4,0
78,57,292,4,0
81,89,281,2,0
15,95,270,5,0
72,50,274,3,0
80,50,272,3,0
76,74,278,2,0
19,73,270,3,0
75,75,287,2,0
94,49,282,3,0
93,59,279,3,0
96,92,278,4,0
14,57,275,5,0
75,71,278,3,0
60,59,269,4,0
65,48,274,3,0
59,79,284,3,0
93,78,265,4,0
50,100,283,2,0
62,55,273,3,0
24,58,273,5,0
66,87,261,3,0
55,95,278,4,0
91,66,275,3,0
59,51,284,5,0
74,54,263,3,0
43,51,285,3,0
85,99,277,6,0
46,54,274,4,0
48,56,279,3,0
96,100,273,2,0
55,90,262,3,0
82,74,296,3,0
24,65,274,4,0
69,71,271,3,0
29,68,266,3,0
53,70,295,5,0
65,77,278,3,0
57,53,273,3,0
60,50,280,3,0
79,55,275,2,0
41,50,299,6,0
79,72,276,3,0
50,80,284,3,0
80,76,278,2,0
61,79,269,2,0
99,68,260,3,0
77,86,297,5,0
70,52,287,2,0
55,87,289,4,0
87,63,262,3,0
97,60,280,2,0
56,99,287,2,0
99,81,273,3,0
57,66,270,2,0
100,84,288,3,0
97,74,267,3,0
81,54,272,4,0
76,48,283,3,0
95,55,268,3,0
81,65,273,2,0
80,65,271,4,0
72,57,280,2,0
68,65,272,2,0
21,61,286,5,0
46,40,271,2,0
80,70,251,2,0
57,64,284,2,0
58,57,273,2,0
91,100,270,3,0
63,67,280,2,0
95,86,284,4,0
87,67,288,3,0
22,53,289,4,0
95,65,285,2,0
18,50,296,4,0
87,63,280,3,0
23,84,284,5,0
93,69,286,4,0
58,75,259,4,0
68,55,262,3,0
76,71,266,3,0
68,84,289,3,0
99,47,283,5,0
64,55,294,2,0
61,83,267,5,0
51,50,274,2,0
69,66,273,4,0
85,60,287,2,0
55,89,294,3,0
56,89,272,3,0
69,68,267,4,0
61,46,265,3,0
47,65,287,2,0
58,79,271,3,0
16,56,294,5,0
53,64,281,3,0
82,82,277,4,0
68,61,289,3,0
60,72,260,2,0
93,44,263,5,0
58,49,273,3,0
61,96,282,3,0
74,71,281,3,0
88,91,289,2,0
94,80,286,3,0
44,46,279,3,0
73,52,268,2,0
90,68,290,4,0
97,49,277,2,0
86,96,276,3,0
81,98,287,3,0
24,76,268,4,0
92,97,290,3,0
34,62,259,6,0
95,53,281,3,0
94,81,288,2,0
54,82,283,2,0
87,57,273,3,0
54,74,263,6,0
75,49,271,4,0
88,100,285,3,0
78,86,264,3,0
88,71,292,2,0
51,94,260,3,0
31,70,265,3,0
22,100,277,3,0
56,83,274,3,0
38,63,281,2,0
56,47,292,4,0
55,90,277,3,0
74,99,269,3,0
64,92,269,2,0
69,91,288,6,0
99,54,284,3,0
66,75,271,3,0
79,93,277,3,0
92,54,277,3,0
84,49,280,4,0
31,59,275,5,0
34,52,280,6,0
88,96,278,4,0
80,84,288,3,0
75,92,276,3,0
71,70,269,4,0
66,49,296,2,0
54,72,284,5,0
47,40,270,3,0
87,79,275,3,0
90,52,254,2,0
51,63,288,2,0
62,71,262,2,0
47,43,260,3,0
59,94,288,2,0
87,62,263,3,0
59,97,287,3,0
87,71,277,6,0
89,93,279,2,0
73,68,276,3,0
79,98,274,3,0
80,74,292,3,0
73,89,260,3,0
96,90,270,3,0
66,96,279,2,0
53,97,275,3,0
86,56,277,2,0
92,86,280,4,0
31,95,279,3,0
69,73,257,2,0
70,83,285,3,0
63,74,270,3,0
24,53,273,5,0
13,94,257,5,0
47,41,272,3,0
53,58,304,2,0
96,96,272,3,0
92,88,266,4,0
56,59,274,2,0
51,88,299,4,0
22,85,281,6,0
83,92,279,2,0
85,48,259,4,0
85,92,286,4,0
85,90,285,2,0
73,82,286,4,0
18,52,273,4,0
63,87,268,3,0
50,48,285,2,0
63,47,294,3,0
15,95,282,5,0
96,69,274,5,0
96,91,278,2,0
31,51,280,6,0
59,49,284,4,0
75,98,289,3,1
96,51,279,6,1
69,67,255,3,1
92,89,267,2,1
96,82,274,3,1
67,70,296,3,1
49,56,281,3,1
85,65,276,3,1
85,53,290,3,1
91,77,261,3,1
70,48,284,3,1
98,99,286,2,1
48,48,281,5,1
39,60,280,2,1
66,89,266,3,1
60,61,278,5,1
88,90,278,4,1
85,83,284,2,1
76,81,272,3,1
100,67,284,4,1
79,74,270,3,1
63,52,254,4,1
50,83,285,2,1
83,74,276,3,1
71,81,294,3,1
94,87,271,3,1
56,57,277,4,1
78,71,271,2,1
34,46,264,3,1
62,67,270,3,1
82,74,292,2,1
42,50,277,3,1
51,79,277,3,1
63,78,276,5,1
43,81,256,3,1
50,49,276,3,1
81,87,289,2,1
63,70,274,2,1
86,70,263,3,1
92,91,277,2,1
72,78,283,2,1
78,63,266,2,1
76,65,264,2,1
84,63,291,3,1
78,54,287,3,1
57,59,266,3,1
15,42,294,3,1
69,77,272,2,1
73,60,281,4,1
96,54,271,3,1
91,78,285,4,1
58,97,271,3,1
84,56,290,3,1
51,58,286,3,1
71,95,264,3,1
63,82,272,3,1
66,51,268,3,1
50,80,262,5,1
56,89,268,3,1
57,46,281,4,1
70,65,270,3,1
84,62,263,4,1
33,59,256,2,1
64,94,270,2,1
93,54,275,2,1
100,58,261,2,1
91,49,269,4,1
56,59,270,4,1
62,52,266,4,1
98,68,274,3,1
96,85,266,4,1
61,99,286,2,1
92,66,255,3,1
58,67,279,3,1
47,49,268,3,1
87,70,271,3,1
80,64,283,2,1
54,53,286,2,1
14,83,273,6,1
98,76,274,3,1
13,58,266,4,1
64,81,303,3,1
91,75,277,2,1
24,71,271,5,1
34,42,289,5,1
51,85,284,4,1
91,70,279,2,1
86,90,264,3,1
100,61,282,4,1
37,41,277,3,1
46,73,281,4,1
86,80,276,2,1
36,68,269,4,1
52,93,294,3,1
51,73,273,4,1
69,94,301,2,1
67,50,266,3,1
60,99,277,3,1
71,57,277,3,1
65,79,281,3,1
48,92,286,3,1
67,58,293,3,1
68,63,290,4,1
74,85,271,3,1
90,77,282,3,1
67,83,271,3,1
64,66,255,4,1
54,87,275,3,1
60,73,273,2,1
72,67,290,3,1
97,49,279,2,1
99,89,265,2,1
75,93,275,3,1
84,98,268,3,1
76,50,276,3,1
96,51,277,2,1
12,81,275,6,1
54,79,266,3,1
69,98,278,4,1
77,71,263,3,1
96,86,295,3,1
53,62,277,2,1
54,72,277,2,1
89,64,289,5,1
52,84,264,2,1
29,65,287,5,1
93,60,285,3,1
71,68,271,2,1
23,50,270,6,1
89,96,292,4,1
51,50,272,3,1
27,64,294,3,1
90,53,274,3,1
88,57,278,4,1
91,83,277,3,1
65,63,285,2,1
68,50,282,4,1
58,63,272,3,1
68,62,274,3,1
59,76,278,3,1
56,57,295,3,1
74,44,291,3,1
50,91,277,2,1
85,65,293,2,1
57,48,272,3,1
89,58,266,3,1
76,66,273,2,1
96,70,263,3,1
81,68,282,3,1
79,85,288,6,1
63,66,274,2,1
92,82,272,3,1
77,74,279,4,1
73,87,271,2,1
74,98,273,2,1
80,74,263,3,1
82,85,280,4,1
48,81,273,2,1
79,54,273,4,1
87,41,285,3,1
96,88,296,2,1
96,58,292,4,1
69,66,271,2,1
42,58,269,3,1
70,76,274,2,1
97,76,272,2,1
60,59,283,4,1
63,63,274,2,1
65,82,270,2,1
85,81,257,3,1
54,83,263,3,1
23,74,263,4,1
95,73,287,2,1
100,51,276,4,1
77,93,265,3,1
80,53,270,3,1
88,56,273,4,1
73,68,259,2,1
54,90,272,3,1
92,58,280,2,1
14,88,282,4,1
65,79,289,3,1
17,89,268,5,1
18,67,270,4,1
58,50,277,4,1
63,67,267,3,1
68,81,270,2,1
91,98,267,3,1
95,94,256,3,1
89,76,282,2,1
76,76,262,2,1
96,72,275,3,1
78,63,270,3,1
98,90,266,4,1
76,42,259,2,1
63,49,279,2,1
39,37,287,3,1
91,67,281,2,1
80,80,290,4,1
89,64,270,2,1
75,41,275,4,1
94,85,289,3,1
50,75,273,2,1
75,95,285,3,1
84,78,285,3,1
55,81,259,3,1
59,82,266,3,1
58,43,274,6,1
91,59,275,3,1
43,92,281,4,1
51,79,277,2,1
81,96,285,2,1
72,39,263,3,1
89,99,269,3,1
61,74,295,2,1
57,70,269,2,1
74,82,268,2,1
87,64,284,2,1
58,62,286,3,1
63,59,277,3,1
89,85,266,4,1
49,74,267,3,1
59,59,272,3,1
71,99,296,2,1
58,62,254,3,1
84,61,278,3,1
92,48,250,3,1
91,59,271,2,1
92,78,267,2,1
95,65,258,3,1
53,62,276,3,1
89,89,268,2,1
81,84,270,2,1
78,67,278,3,1
66,48,276,4,1
37,71,274,5,1
55,84,260,4,1
79,88,278,4,1
89,83,271,3,1
54,76,266,2,1
74,80,281,4,1
70,47,260,5,1
37,85,275,3,1
84,71,270,2,1
55,58,284,3,1
93,79,285,4,1
97,55,279,3,1
64,53,256,3,1
62,64,277,2,1
26,91,291,6,1
93,49,291,2,1
27,61,267,6,1
90,63,270,3,1
16,70,272,4,1
75,63,274,4,1
72,74,276,3,1
68,51,267,3,1
13,77,268,5,1
96,92,277,2,1
71,72,260,3,1
85,66,271,3,1
87,91,281,3,1
86,93,275,3,1
49,85,259,2,1
99,59,263,3,1
75,95,274,3,1
61,64,281,2,1
89,84,279,4,1
77,70,289,3,1
70,79,291,4,1
50,58,283,3,1
61,100,291,4,1
98,53,274,2,1
61,77,273,2,1
85,56,270,4,1
42,85,272,3,1
56,75,271,3,1
88,80,277,3,1
92,69,273,2,1
85,77,263,4,1
66,74,279,3,1
82,93,289,3,1
14,58,272,3,1
60,98,270,3,1
92,65,280,2,1
51,72,261,3,1
85,46,274,5,1
43,84,271,5,1
98,56,263,5,1
84,55,283,3,1
70,52,274,2,1
82,82,257,2,1
94,67,270,3,1
55,79,292,3,1
98,50,291,3,1
78,63,271,3,1
99,77,299,3,1
74,58,270,3,1
50,74,262,2,1
25,80,286,6,1
49,55,267,4,1
63,74,261,3,1
68,73,271,2,1
62,54,275,4,1
89,52,283,3,1
31,37,285,3,1
89,61,286,2,1
72,65,278,5,1
84,75,247,2,1
88,71,271,3,1
74,100,250,2,1
96,95,272,4,1
82,89,263,3,1
70,64,280,3,1
61,84,266,2,1
65,83,277,2,1
77,64,273,3,1
81,77,280,4,1
87,66,281,2,1
96,73,282,2,1
48,70,283,3,1
78,96,279,3,1
75,100,282,2,1
23,87,280,4,1
85,76,280,5,1
67,56,294,2,1
71,81,286,3,1
72,70,291,3,1
80,77,280,2,1
64,86,262,2,1
54,42,277,3,1
73,67,273,4,1
73,100,271,3,1
55,62,266,4,1
63,41,260,5,1
15,80,275,5,1
60,50,280,3,1
38,51,266,2,1
81,77,280,3,1
75,53,271,3,1
52,92,271,3,1
51,100,267,4,1
66,62,281,3,1
80,87,283,3,1
85,69,286,3,1
77,73,268,2,1
29,40,281,4,1
15,67,272,6,1
73,83,281,5,1
55,74,272,3,1
20,69,292,4,1
56,68,276,3,1
55,54,269,3,1
90,49,269,4,1
73,55,280,4,1
48,99,280,2,1
64,74,268,4,1
95,75,279,3,1
82,66,277,3,1
95,65,269,4,1
92,90,304,3,1
22,84,275,5,1
17,77,272,6,1
51,55,277,3,1
67,64,275,2,1
60,66,280,2,1
99,55,280,6,1
35,71,268,4,1
13,72,265,4,1
97,93,272,6,1
49,61,288,3,1
62,71,277,2,1
35,54,260,3,1
81,79,295,3,1
57,75,279,4,1
100,66,271,2,1
93,71,277,2,1
89,85,282,3,1
64,61,291,2,1
54,95,267,3,1
52,85,277,2,1
12,65,280,6,1
14,49,269,4,1
57,54,269,4,1
57,64,296,4,1
100,56,282,3,1
94,58,282,3,0
93,48,260,3,0
91,88,272,5,0
85,77,271,3,0
80,98,288,6,0
68,69,259,2,0
91,60,291,3,0
93,90,272,3,0
81,68,282,2,0
51,74,272,3,0
49,52,279,3,0
55,55,288,3,0
17,51,290,3,0
80,79,286,3,0
61,67,275,3,0
59,73,272,2,0
67,77,277,3,0
96,81,275,3,0
72,66,302,3,0
72,76,266,2,0
99,61,285,3,0
22,61,265,6,0
32,52,264,2,0
64,86,263,6,0
90,49,298,2,0
86,90,279,2,0
67,76,268,2,0
90,59,287,2,0
52,80,292,3,0
57,89,265,2,0
55,83,272,2,0
20,83,257,4,0
89,66,261,3,0
15,56,271,5,0
80,60,261,3,0
55,48,252,6,0
53,64,272,4,0
62,77,270,4,0
100,58,283,2,0
31,75,275,4,0
62,51,257,3,0
73,61,282,3,0
52,61,273,3,0
33,65,260,5,0
88,50,270,3,0
65,54,285,3,0
91,70,279,2,0
83,91,278,4,0
20,87,279,6,0
96,80,259,4,0
75,89,274,4,0
93,57,280,2,0
87,49,293,3,0
94,58,261,3,0
85,72,268,2,0
63,50,270,2,0
78,63,264,3,0
87,92,276,3,0
77,76,274,2,0
100,61,274,3,0
93,81,278,3,0
50,40,289,2,0
90,66,282,2,0
61,56,269,3,0
57,97,279,2,0
43,50,266,5,0
60,56,297,2,0
56,92,273,2,0
57,62,271,2,0
56,82,272,2,0
64,90,280,5,0
53,56,282,4,0
19,60,282,4,0
50,80,273,3,0
86,97,272,3,0
92,66,280,3,0
82,97,279,3,0
54,51,288,3,0
23,51,286,6,0
65,71,266,2,0
99,98,291,3,0
54,59,262,3,0
99,68,270,3,0
76,89,287,2,0
57,54,266,3,0
53,75,276,4,0
86,55,266,4,0
97,96,274,6,0
13,76,284,5,0
73,89,274,3,0
62,95,284,3,0
59,37,257,2,0
63,70,270,3,0
64,52,272,2,0
50,85,272,3,0
58,89,279,2,0
32,87,281,4,0
72,67,287,2,0
61,74,269,3,0
97,55,273,4,0
87,64,253,3,0
88,81,281,6,0
52,99,292,3,0
95,81,292,4,0
96,62,287,2,0
98,58,272,3,0
51,51,267,3,0
100,63,268,2,0
97,67,278,2,0
79,56,267,3,0
64,45,282,6,0
84,76,280,3,0
94,57,284,4,0
70,79,274,3,0
64,100,277,2,0
56,88,271,2,0
32,81,269,4,0
75,72,272,3,0
78,58,268,3,0
70,49,275,3,0
21,39,287,5,0
64,96,275,3,0
54,52,275,3,0
79,98,271,3,0
91,58,266,3,0
76,73,291,2,0
77,95,277,3,0
92,88,284,3,0
53,57,283,3,0
44,52,280,4,0
54,52,286,4,0
93,50,282,3,0
67,68,271,3,0
66,99,289,2,0
70,60,262,2,0
79,57,280,3,0
50,75,272,6,0
100,75,268,3,0
61,52,294,3,0
72,50,286,3,0
78,95,271,3,0
87,84,280,3,0
57,58,270,2,0
85,96,269,3,0
83,67,282,2,0
40,37,278,3,0
91,69,250,3,0
48,98,276,2,0
94,58,288,3,0
65,76,275,4,0
54,49,268,3,0
76,81,285,4,0
88,59,280,3,0
90,55,276,3,0
64,75,268,3,0
74,75,274,4,0
45,54,252,2,0
61,62,265,3,0
16,97,271,4,0
67,74,262,3,0
74,74,269,3,0
53,57,268,3,0
75,98,254,2,0
76,98,284,3,0
72,72,279,3,0
65,54,286,4,0
69,66,260,3,0
70,74,291,3,0
66,84,282,4,0
13,48,256,3,0
67,53,256,2,0
99,70,286,3,0
51,86,273,2,0
61,70,255,3,0
90,60,275,4,0
61,62,270,3,0
15,89,281,4,0
53,85,276,3,0
41,48,295,3,0
90,64,263,2,0
67,90,275,3,0
22,70,276,4,0
35,56,272,3,0
66,96,266,2,0
63,82,274,3,0
89,67,281,3,0
88,75,282,2,0
73,60,266,3,0
100,83,272,4,0
99,89,270,3,0
12,84,278,4,0
64,43,263,3,0
65,72,282,4,0
56,57,273,3,0
88,62,284,2,0
54,68,273,5,0
77,80,261,2,0
66,67,292,3,0
54,65,278,2,0
14,43,274,3,0
85,69,271,3,0
90,66,286,4,0
81,79,269,2,0
14,76,288,4,0
94,96,281,3,0
69,82,279,2,0
66,67,265,2,0
75,61,258,2,0
53,61,279,3,0
91,82,287,3,0
93,61,268,3,0
89,91,289,3,0
84,79,274,3,0
94,86,259,2,0
100,86,276,4,0
79,68,270,3,0
62,61,283,3,0
45,43,260,4,0
54,48,278,2,0
13,97,265,2,0
99,73,291,2,0
54,75,269,4,0
52,38,278,4,0
24,65,282,3,0
12,70,294,3,0
52,96,271,5,0
44,63,277,3,0
81,53,270,3,0
25,64,280,5,0
63,91,293,4,0
61,46,272,3,0
51,56,283,3,0
66,54,278,2,0
86,59,259,2,0
98,89,277,3,0
99,37,262,6,0
78,91,269,2,0
84,53,287,3,0
17,59,274,2,0
48,72,282,3,0
63,66,277,4,0
58,67,291,2,0
70,48,267,4,0
61,85,260,3,0
91,81,286,2,0
34,82,291,3,0
56,49,283,3,0
93,81,282,3,0
56,81,267,2,0
99,50,290,3,0
77,83,278,3,0
76,61,282,2,0
65,65,285,2,0
50,76,254,3,0
59,61,289,2,0
68,58,272,2,0
85,82,264,3,0
83,77,287,2,0
70,58,295,2,0
16,76,263,5,0
66,95,267,2,0
81,84,281,4,0
96,74,262,4,0
66,54,276,2,0
83,53,274,4,0
99,90,263,3,0
99,83,266,2,0
67,78,291,3,0
54,61,281,3,0
22,69,290,3,0
25,82,289,5,0
73,98,280,2,0
100,88,276,4,0
40,58,255,3,0
45,50,269,4,0
61,81,284,3,0
81,64,285,5,0
61,76,277,2,0
57,94,258,2,0
90,65,288,3,0
43,82,265,5,0
99,98,269,3,0
62,49,281,3,0
63,65,266,2,0
89,99,280,4,0
61,84,296,2,0
62,89,272,3,0
86,61,277,4,0
75,62,270,3,0
63,54,289,4,0
69,80,274,4,0
71,76,267,3,0
63,95,270,3,0
89,70,290,4,0
71,36,277,5,0
88,82,278,2,0
73,52,279,3,0
52,83,267,2,0
77,65,283,4,0
94,48,276,2,0
99,87,271,2,0
89,56,280,4,0
53,52,266,4,0
23,64,277,4,0
87,73,286,4,0
21,69,274,6,0
71,51,274,3,0
75,71,263,4,0
63,89,271,3,0
55,40,275,4,0
93,55,261,3,0
53,89,305,2,0
94,89,292,2,0
46,82,250,5,0
59,53,274,2,0
75,56,273,2,0
76,63,273,3,0
96,89,281,2,0
55,93,273,4,0
52,82,277,3,0
55,50,291,3,0
52,98,259,2,0
49,50,265,3,0
49,89,272,2,0
100,89,291,3,0
97,62,281,3,0
97,89,268,3,0
21,43,274,3,0
24,70,273,5,0
76,79,299,2,0
78,60,289,2,0
59,52,263,4,0
54,71,274,3,0
34,69,285,3,0
91,82,275,2,0
49,61,273,3,0
71,100,283,3,0
64,72,270,3,0
60,61,268,4,0
91,66,275,4,0
92,60,264,2,0
91,52,279,3,0
88,77,279,3,0
86,82,273,6,0
81,54,268,4,0
84,73,275,3,0
56,55,283,3,0
60,52,269,3,0
71,87,279,2,0
62,79,274,3,0
73,65,286,2,0
56,69,282,3,0
60,74,275,3,0
55,64,268,3,0
50,70,286,3,0
42,73,272,4,0
51,94,288,4,0
66,94,270,2,0
79,67,284,4,0
30,66,277,3,0
57,100,281,4,0
74,93,283,4,0
98,56,267,3,0
17,73,270,5,0
62,77,269,4,0
32,40,277,3,0
58,91,286,2,0
59,90,283,3,0
59,55,290,3,0
80,58,273,2,0
84,85,272,3,0
54,76,287,4,0
51,98,286,3,0
66,56,259,3,0
37,52,274,2,0
49,63,278,3,0
88,71,279,3,0
66,90,262,3,0
25,53,269,4,0
49,52,277,2,0
87,77,273,3,0
54,95,290,2,0
24,95,281,4,0
65,74,288,2,0
58,87,263,3,0
77,54,284,2,0
86,63,269,3,0
62,69,266,4,0
56,48,264,3,0
75,53,294,2,0
80,96,261,4,0
56,93,279,4,0
83,60,270,3,0
51,98,274,2,0
82,90,249,3,0
81,91,251,3,0
52,64,275,3,0
79,56,277,3,0
83,50,278,3,0
97,81,272,3,0
61,88,279,4,0
84,66,278,6,0
90,100,273,2,0
82,77,261,2,0
69,76,282,3,0
18,73,297,4,0
33,100,272,3,0
15,92,292,3,0
61,78,287,3,0
92,55,268,2,0
13,61,273,5,0
18,48,286,4,0
27,85,273,6,0
66,61,268,4,0
21,81,267,4,0
92,90,278,4,0
97,50,280,3,0
97,70,266,3,0
64,61,272,3,0
75,90,279,3,0
90,76,279,4,0
81,75,281,5,0
99,72,271,3,0
49,50,283,2,0
92,40,287,3,0
74,56,270,3,0
37,37,286,2,0
67,61,277,4,0
74,89,285,2,0
85,64,282,3,0
72,71,274,2,0
75,71,272,4,0
91,40,289,3,0
84,62,266,3,0
64,51,269,3,0
15,91,294,6,0
66,66,280,3,0
20,69,289,4,0
97,78,278,3,0
59,73,268,3,0
88,60,275,2,0
16,73,267,2,0
61,96,286,3,0
52,79,267,3,0
82,49,270,4,0
75,94,266,2,0
62,50,256,2,0
91,88,282,2,0
61,98,284,4,0
79,77,299,6,0
90,93,277,3,0
75,83,272,3,0
81,64,268,3,0
59,88,273,2,0
56,83,256,3,0
98,79,280,4,0
59,72,286,4,0
61,67,260,3,0
78,70,263,3,0
55,93,277,3,0
20,97,270,5,0
79,44,279,3,0
52,98,276,3,0
97,52,287,3,0
63,94,266,3,0
85,99,282,2,0
59,74,279,3,0
64,60,262,3,0
80,67,256,3,0
61,75,271,3,0
87,61,273,2,0
75,59,280,3,0
96,51,277,3,0
75,92,284,3,0
19,58,282,5,0
52,97,271,3,0
60,60,291,3,0
90,81,280,3,0
89,92,284,2,0
54,93,281,2,0
99,55,272,3,0
66,56,270,3,0
92,64,277,2,0
19,72,274,3,0
39,37,281,4,0
41,68,281,4,0
60,49,268,2,0
95,54,272,4,0
51,87,286,4,0
54,74,269,3,0
16,54,281,5,0
98,77,289,2,0
65,75,273,3,0
38,50,291,3,0
95,71,278,4,0
60,62,273,2,0
78,91,263,2,0
19,63,282,6,0
56,99,284,3,0
21,71,269,2,0
83,71,276,4,0
50,64,257,2,0
74,87,290,3,0
75,83,279,4,0
85,66,257,4,0
93,59,277,2,0
76,70,261,2,0
91,78,282,3,0
22,54,268,4,0
78,52,287,3,0
53,80,272,3,0
58,69,290,3,0
99,81,284,2,0
62,64,271,3,0
59,69,293,3,0
13,76,275,4,0
19,63,294,6,0
94,99,266,4,0
53,96,269,2,0
96,85,279,2,0
62,87,286,3,0
81,86,277,3,0
63,78,277,3,0
92,68,253,4,0
83,74,265,2,0
49,37,270,3,0
80,66,292,3,0
54,76,271,2,0
37,72,294,2,0
93,56,268,3,0
88,99,278,2,0
79,87,277,2,0
65,88,276,3,0
72,70,292,3,0
58,49,268,3,0
37,51,278,3,0
87,97,284,3,0
63,72,296,4,0
72,79,277,3,0
36,55,286,3,0
96,70,261,3,0
52,37,297,2,0
16,83,269,4,0
63,55,273,3,0
92,76,285,3,0
82,49,265,2,0
18,54,278,5,0
73,48,258,2,0
44,61,284,6,0
73,62,281,4,0
62,95,278,2,0
94,80,284,3,0
76,74,270,3,0
89,49,288,3,0
90,88,284,2,0
100,93,287,2,0
71,90,279,3,0
73,97,275,3,0
97,90,274,3,0
60,59,275,3,0
82,67,293,3,0
95,48,287,2,0
88,65,257,3,0
79,49,248,3,0
52,96,278,2,0
22,61,251,5,0
59,96,279,3,0
84,64,275,3,0
54,41,288,3,0
100,86,270,4,0
93,59,273,2,0
96,55,255,4,0
56,41,281,3,0
49,66,280,3,0
89,51,279,3,0
57,91,283,2,0
96,64,275,2,0
65,89,252,3,0
14,66,266,4,0
64,49,269,3,0
98,91,263,2,0
71,59,262,2,0
96,49,267,3,0
90,57,259,3,0
52,96,285,3,0
78,98,284,2,0
62,69,268,3,0
60,80,287,2,0
82,62,300,6,0
52,55,278,2,0
13,84,274,5,0
97,93,281,2,0
63,90,262,3,0
68,78,287,3,0
74,83,270,3,0
89,57,273,4,0
28,95,270,3,0
61,90,274,3,0
67,49,268,3,0
86,64,259,4,0
87,93,276,2,0
70,95,285,3,0
68,84,290,3,0
69,75,267,3,0
97,83,270,2,0
62,89,278,2,0
55,87,277,2,0
61,73,271,3,0
15,81,274,5,0
84,86,277,3,0
87,64,287,2,0
93,86,290,4,0
14,73,258,5,0
96,70,261,3,0
41,63,290,2,0
84,96,275,5,0
94,69,295,2,0
60,86,296,6,0
70,73,281,3,0
29,91,274,4,0
31,51,272,3,0
73,99,280,3,0
51,52,273,3,0
58,77,283,3,0
59,97,256,3,0
95,90,287,2,0
84,93,268,3,0
28,37,274,4,0
94,52,289,6,0
49,59,274,4,0
72,50,268,2,0
19,85,276,3,0
83,95,257,2,0
79,92,256,2,0
72,61,263,3,0
97,74,280,2,0
92,83,278,4,0
95,53,287,3,0
76,64,278,2,0
24,62,286,4,0
89,99,278,2,0
69,63,279,4,0
92,98,268,3,0
79,61,284,2,0
87,94,283,3,0
89,88,264,2,0
75,77,271,4,0
78,60,279,3,0
13,62,281,3,0
94,86,260,3,0
94,88,259,2,0
67,60,275,6,0
60,73,264,3,0
62,94,298,4,0
38,52,274,3,0
80,77,285,3,0
61,42,286,2,0
61,56,288,3,0
66,80,268,3,0
56,74,289,2,0
100,55,268,4,0
73,86,283,4,0
60,66,255,4,0
78,59,284,3,0
48,53,266,4,0
90,77,277,2,0
16,76,276,4,0
50,75,283,2,0
66,65,267,3,0
44,37,273,2,0
95,67,282,3,0
90,65,282,2,0
27,48,282,2,0
51,74,276,3,0
68,76,281,4,0
97,93,275,2,0
91,75,256,3,0
76,88,263,4,0
88,61,279,4,0
83,73,273,2,0
78,54,284,3,0
52,38,285,3,0
63,49,282,3,0
90,74,270,3,0
48,58,298,3,0
70,60,276,3,0
68,66,271,3,0
70,87,278,2,0
77,50,276,3,0
73,93,269,2,0
87,48,278,3,0
65,98,275,2,0
62,70,258,3,0
53,51,280,2,0
59,39,283,4,0
87,72,287,3,0
47,53,283,4,0
96,81,266,3,0
79,74,274,3,0
84,60,279,3,0
68,49,264,3,0
86,66,296,3,0
73,98,265,2,0
90,67,287,4,0
63,64,263,3,0
71,72,273,2,0
71,68,255,3,0
95,62,270,2,0
51,86,280,3,0
77,91,298,3,0
48,51,258,3,0
93,91,277,2,0
83,86,272,4,0
61,73,276,4,0
97,89,290,2,0
50,81,282,2,0
84,54,265,3,0
58,38,263,5,0
59,72,274,3,0
77,83,270,3,0
78,40,276,5,0
60,96,285,3,0
53,77,272,2,0
73,69,265,2,0
76,94,268,3,0
12,61,285,3,0
20,98,278,6,0
50,77,263,3,0
79,65,261,2,0
96,68,283,2,0
26,69,285,2,0
80,72,295,3,0
43,71,256,2,0
87,71,257,2,0
63,75,274,4,0
58,48,277,3,0
20,42,267,5,0
62,71,275,3,0
91,94,280,3,0
